record_type	test_id	context_id	context_order	contrast_id	contrast_order	module_id	module_order	check_id	check_label	check_order	passed	eligibility_status	scientific_status	schema_version	pc1_success	pc1_failure_reason	nci_mean_z_pc1_correlation	variance_explained_pc1	pc1_reliable	omission_units	omission_sign_reversals	omission_fraction_retain_half_magnitude	most_influential_omission
stability_check	oligodendrocytes::sex_F_minus_M__e33::mtdna_oxphos_13	oligodendrocytes	6	sex_F_minus_M__e33	2	mtdna_oxphos_13	1	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e4::mtdna_oxphos_13	oligodendrocytes	6	sex_F_minus_M__e4	3	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Female::mtdna_oxphos_13	oligodendrocytes	6	apoe_e2_minus_e33__Female	4	mtdna_oxphos_13	1	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Male::mtdna_oxphos_13	oligodendrocytes	6	apoe_e2_minus_e33__Male	5	mtdna_oxphos_13	1	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Female::mtdna_oxphos_13	oligodendrocytes	6	apoe_e4_minus_e33__Female	6	mtdna_oxphos_13	1	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Male::mtdna_oxphos_13	oligodendrocytes	6	apoe_e4_minus_e33__Male	7	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e2::nuclear_oxphos_structural_86	oligodendrocytes	6	sex_F_minus_M__e2	1	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e33::nuclear_oxphos_structural_86	oligodendrocytes	6	sex_F_minus_M__e33	2	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e4::nuclear_oxphos_structural_86	oligodendrocytes	6	sex_F_minus_M__e4	3	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	oligodendrocytes	6	apoe_e2_minus_e33__Female	4	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	oligodendrocytes	6	apoe_e2_minus_e33__Male	5	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	oligodendrocytes	6	apoe_e4_minus_e33__Female	6	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	oligodendrocytes	6	apoe_e4_minus_e33__Male	7	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e2::mitochondrial_translation_155	oligodendrocytes	6	sex_F_minus_M__e2	1	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e33::mitochondrial_translation_155	oligodendrocytes	6	sex_F_minus_M__e33	2	mitochondrial_translation_155	3	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e4::mitochondrial_translation_155	oligodendrocytes	6	sex_F_minus_M__e4	3	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Female::mitochondrial_translation_155	oligodendrocytes	6	apoe_e2_minus_e33__Female	4	mitochondrial_translation_155	3	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Male::mitochondrial_translation_155	oligodendrocytes	6	apoe_e2_minus_e33__Male	5	mitochondrial_translation_155	3	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Female::mitochondrial_translation_155	oligodendrocytes	6	apoe_e4_minus_e33__Female	6	mitochondrial_translation_155	3	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Male::mitochondrial_translation_155	oligodendrocytes	6	apoe_e4_minus_e33__Male	7	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e2::mib_micos_inner_membrane_19	oligodendrocytes	6	sex_F_minus_M__e2	1	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e33::mib_micos_inner_membrane_19	oligodendrocytes	6	sex_F_minus_M__e33	2	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::sex_F_minus_M__e4::mib_micos_inner_membrane_19	oligodendrocytes	6	sex_F_minus_M__e4	3	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	oligodendrocytes	6	apoe_e2_minus_e33__Female	4	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	oligodendrocytes	6	apoe_e2_minus_e33__Male	5	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	oligodendrocytes	6	apoe_e4_minus_e33__Female	6	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	oligodendrocytes::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	oligodendrocytes	6	apoe_e4_minus_e33__Male	7	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e2::mtdna_oxphos_13	vasculature	7	sex_F_minus_M__e2	1	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e33::mtdna_oxphos_13	vasculature	7	sex_F_minus_M__e33	2	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e4::mtdna_oxphos_13	vasculature	7	sex_F_minus_M__e4	3	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Female::mtdna_oxphos_13	vasculature	7	apoe_e2_minus_e33__Female	4	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Male::mtdna_oxphos_13	vasculature	7	apoe_e2_minus_e33__Male	5	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Female::mtdna_oxphos_13	vasculature	7	apoe_e4_minus_e33__Female	6	mtdna_oxphos_13	1	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Male::mtdna_oxphos_13	vasculature	7	apoe_e4_minus_e33__Male	7	mtdna_oxphos_13	1	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e2::nuclear_oxphos_structural_86	vasculature	7	sex_F_minus_M__e2	1	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e33::nuclear_oxphos_structural_86	vasculature	7	sex_F_minus_M__e33	2	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e4::nuclear_oxphos_structural_86	vasculature	7	sex_F_minus_M__e4	3	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	vasculature	7	apoe_e2_minus_e33__Female	4	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	vasculature	7	apoe_e2_minus_e33__Male	5	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	vasculature	7	apoe_e4_minus_e33__Female	6	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	vasculature	7	apoe_e4_minus_e33__Male	7	nuclear_oxphos_structural_86	2	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e2::mitochondrial_translation_155	vasculature	7	sex_F_minus_M__e2	1	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e33::mitochondrial_translation_155	vasculature	7	sex_F_minus_M__e33	2	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_module_coverage	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e4::mitochondrial_translation_155	vasculature	7	sex_F_minus_M__e4	3	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_module_coverage	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Female::mitochondrial_translation_155	vasculature	7	apoe_e2_minus_e33__Female	4	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Male::mitochondrial_translation_155	vasculature	7	apoe_e2_minus_e33__Male	5	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Female::mitochondrial_translation_155	vasculature	7	apoe_e4_minus_e33__Female	6	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_module_coverage	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Male::mitochondrial_translation_155	vasculature	7	apoe_e4_minus_e33__Male	7	mitochondrial_translation_155	3	loo_pass	LOO	2	FALSE	not_testable_module_coverage	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e2::mib_micos_inner_membrane_19	vasculature	7	sex_F_minus_M__e2	1	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e33::mib_micos_inner_membrane_19	vasculature	7	sex_F_minus_M__e33	2	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::sex_F_minus_M__e4::mib_micos_inner_membrane_19	vasculature	7	sex_F_minus_M__e4	3	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	vasculature	7	apoe_e2_minus_e33__Female	4	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	vasculature	7	apoe_e2_minus_e33__Male	5	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	FALSE	not_testable_low_donor_count	not_testable	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	vasculature	7	apoe_e4_minus_e33__Female	6	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	vasculature::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	vasculature	7	apoe_e4_minus_e33__Male	7	mib_micos_inner_membrane_19	4	loo_pass	LOO	2	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e2::mtdna_oxphos_13	astrocytes	1	sex_F_minus_M__e2	1	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e33::mtdna_oxphos_13	astrocytes	1	sex_F_minus_M__e33	2	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e4::mtdna_oxphos_13	astrocytes	1	sex_F_minus_M__e4	3	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Female::mtdna_oxphos_13	astrocytes	1	apoe_e2_minus_e33__Female	4	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Male::mtdna_oxphos_13	astrocytes	1	apoe_e2_minus_e33__Male	5	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Female::mtdna_oxphos_13	astrocytes	1	apoe_e4_minus_e33__Female	6	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Male::mtdna_oxphos_13	astrocytes	1	apoe_e4_minus_e33__Male	7	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e2::nuclear_oxphos_structural_86	astrocytes	1	sex_F_minus_M__e2	1	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e33::nuclear_oxphos_structural_86	astrocytes	1	sex_F_minus_M__e33	2	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e4::nuclear_oxphos_structural_86	astrocytes	1	sex_F_minus_M__e4	3	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	astrocytes	1	apoe_e2_minus_e33__Female	4	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	astrocytes	1	apoe_e2_minus_e33__Male	5	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	astrocytes	1	apoe_e4_minus_e33__Female	6	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	astrocytes	1	apoe_e4_minus_e33__Male	7	nuclear_oxphos_structural_86	2	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e2::mitochondrial_translation_155	astrocytes	1	sex_F_minus_M__e2	1	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e33::mitochondrial_translation_155	astrocytes	1	sex_F_minus_M__e33	2	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e4::mitochondrial_translation_155	astrocytes	1	sex_F_minus_M__e4	3	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Female::mitochondrial_translation_155	astrocytes	1	apoe_e2_minus_e33__Female	4	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Male::mitochondrial_translation_155	astrocytes	1	apoe_e2_minus_e33__Male	5	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Female::mitochondrial_translation_155	astrocytes	1	apoe_e4_minus_e33__Female	6	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Male::mitochondrial_translation_155	astrocytes	1	apoe_e4_minus_e33__Male	7	mitochondrial_translation_155	3	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e2::mib_micos_inner_membrane_19	astrocytes	1	sex_F_minus_M__e2	1	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e33::mib_micos_inner_membrane_19	astrocytes	1	sex_F_minus_M__e33	2	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::sex_F_minus_M__e4::mib_micos_inner_membrane_19	astrocytes	1	sex_F_minus_M__e4	3	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	astrocytes	1	apoe_e2_minus_e33__Female	4	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	astrocytes	1	apoe_e2_minus_e33__Male	5	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	astrocytes	1	apoe_e4_minus_e33__Female	6	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	astrocytes::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	astrocytes	1	apoe_e4_minus_e33__Male	7	mib_micos_inner_membrane_19	4	threshold50_sensitivity_pass	50 nuclei	3	FALSE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	excitatory_neurons::sex_F_minus_M__e2::mtdna_oxphos_13	excitatory_neurons	2	sex_F_minus_M__e2	1	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	excitatory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	excitatory_neurons	2	sex_F_minus_M__e33	2	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	excitatory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	excitatory_neurons	2	sex_F_minus_M__e4	3	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	excitatory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	excitatory_neurons	2	apoe_e2_minus_e33__Female	4	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
stability_check	excitatory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	excitatory_neurons	2	apoe_e2_minus_e33__Male	5	mtdna_oxphos_13	1	threshold50_sensitivity_pass	50 nuclei	3	TRUE	eligible	inconclusive	phase13_stability_atlas_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA
